,AGE4,INCOME,D6,D8,D9C,D18,D26,MARITAL,EDUC4,RACETHNICITY,GENDER,HHSIZE,INCOME_recode,AGE4_recode,D6_recode,D8_recode,D9C_recode,D18_recode,D26_recode,MARITAL_recode,EDUC4_recode,RACETHNICITY_recode,GENDER_recode
140,30-44,"$85,000 to $99,999",Excellent,Several times a week,Sometimes,Employed part-time,Urban and mostly residential,Married,BA or above,Hispanic,Female,6,13,2,5,6,3,2,2,0,4,2,1
141,60+,"$50,000 to $59,999",Good,Several times a week,Sometimes,Retired and not working at all,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Male,2,10,4,3,6,3,3,2,0,3,1,2
142,45-59,"$100,000 to $124,999",Very good,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,BA or above,"White, non-Hispanic",Male,1,14,3,4,6,1,1,2,2,4,1,2
143,45-59,"$150,000 to $174,999",Good,Several times a week,Sometimes,Employed full-time,Suburban and mostly residential,Separated,BA or above,"White, non-Hispanic",Male,6,16,3,3,6,3,1,2,2,4,1,2
144,18-29,"$40,000 to $49,999",Excellent,Everyday,Sometimes,Employed full-time,Urban and mostly residential,Never married,Some college,"White, non-Hispanic",Male,4,9,1,5,7,3,1,2,1,3,1,2
145,60+,"$100,000 to $124,999",Excellent,Once a week,Never,Retired and not working at all,"Urban near mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Female,2,14,4,5,5,1,3,2,0,3,1,1
146,18-29,"$20,000 to $24,999",Very good,Everyday,Sometimes,Employed part-time,Small town,Never married,Some college,"Black, non-Hispanic",Male,6,5,1,4,7,3,2,1,1,3,4,2
147,60+,"$30,000 to $34,999",Excellent,Several times a week,Never,Retired and not working at all,Rural area,Married,BA or above,"White, non-Hispanic",Male,2,7,4,5,6,1,3,1,0,4,1,2
148,60+,"$150,000 to $174,999",Good,Everyday,Never,Retired and not working at all,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,16,4,3,7,1,3,2,0,4,1,2
149,18-29,"$20,000 to $24,999",Very good,Everyday,Sometimes,Employed full-time,Urban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,3,5,1,4,7,3,1,2,1,3,4,1
150,45-59,"$100,000 to $124,999",Good,Several times a week,Never,Employed part-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,4,14,3,3,6,1,2,2,0,4,1,1
151,30-44,"$50,000 to $59,999",Fair,Everyday,Often,Employed full-time,Urban and mostly residential,Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,6,10,2,2,7,4,1,2,1,2,4,2
152,30-44,"$85,000 to $99,999",Good,Several times a week,Rarely,Employed full-time,Suburban and mostly residential,Divorced,BA or above,"Black, non-Hispanic",Female,3,13,2,3,6,2,1,2,2,4,4,1
153,30-44,"$10,000 to $14,999",Fair,Less than monthly,Never,Employed part-time,Suburban and mostly residential,Living with partner,Some college,Hispanic,Female,5,3,2,2,2,1,2,2,1,3,2,1
154,18-29,"$50,000 to $59,999",Very good,Several times a week,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,Hispanic,Female,5,10,1,4,6,2,1,2,1,3,2,1
155,30-44,"$35,000 to $39,999",Very good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Never married,Some college,"White, non-Hispanic",Male,1,8,2,4,6,1,1,2,1,3,1,2
156,30-44,"$10,000 to $14,999",Very good,Once a week,Sometimes,Employed part-time,Rural area,Married,BA or above,Hispanic,Male,2,3,2,4,5,3,2,1,0,4,2,2
157,18-29,"$30,000 to $34,999",Good,Once a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Male,3,7,1,3,5,3,1,2,1,3,4,2
158,30-44,"$40,000 to $49,999",Good,Once a week,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,4,9,2,3,5,2,1,2,0,4,1,1
159,18-29,"Less than $5,000",Excellent,Everyday,Sometimes,Unemployed and looking for work,Small town,Living with partner,No HS diploma,"Black, non-Hispanic",Male,1,1,1,5,7,3,4,1,1,1,4,2
160,45-59,"$100,000 to $124,999",Very good,Several times a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,3,14,3,4,6,2,1,2,0,4,1,1
161,30-44,"$10,000 to $14,999",Fair,Everyday,Never,Retired and not working at all,Small town,Divorced,HS graduate or equivalent,"White, non-Hispanic",Female,1,3,2,2,7,1,3,1,2,2,1,1
162,30-44,"$25,000 to $29,999",Very good,Once a week,Rarely,Employed part-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,6,2,4,5,2,2,2,0,4,1,2
163,30-44,"$60,000 to $74,999",Very good,Several times a week,Rarely,Employed part-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,11,2,4,6,2,2,2,0,4,1,2
164,30-44,"$50,000 to $59,999",Good,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,4,10,2,3,6,1,1,2,0,4,1,1
165,45-59,"$50,000 to $59,999",Very good,Several times a week,Sometimes,Employed full-time,Suburban and mostly residential,Never married,BA or above,"White, non-Hispanic",Female,1,10,3,4,6,3,1,2,1,4,1,1
167,18-29,"Less than $5,000",Very good,Several times a week,Never,Unemployed and looking for work,"Suburban with a mix of offices, apartments and shops",Living with partner,No HS diploma,"Black, non-Hispanic",Female,4,1,1,4,6,1,4,2,1,1,4,1
168,60+,"$30,000 to $34,999",Very good,Everyday,Sometimes,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"White, non-Hispanic",Female,2,7,4,4,7,3,3,2,1,2,1,1
169,18-29,"$60,000 to $74,999",Excellent,Everyday,Never,Employed part-time,Small town,Never married,HS graduate or equivalent,"White, non-Hispanic",Male,4,11,1,5,7,1,2,1,1,2,1,2
170,60+,"$100,000 to $124,999",Good,Everyday,Rarely,Retired and not working at all,Suburban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,1,14,4,3,7,2,3,2,2,3,1,1
171,30-44,"Less than $5,000",Fair,Everyday,Sometimes,Employed part-time,Rural area,Married,HS graduate or equivalent,"White, non-Hispanic",Male,6,1,2,2,7,3,2,1,0,2,1,2
172,45-59,"$60,000 to $74,999",Very good,Everyday,Rarely,Employed part-time,"Suburban with a mix of offices, apartments and shops",Divorced,HS graduate or equivalent,"White, non-Hispanic",Female,4,11,3,4,7,2,2,2,2,2,1,1
173,60+,"$60,000 to $74,999",Very good,Everyday,Sometimes,Retired and not working at all,"Urban near mix of offices, apartments and shops",Divorced,BA or above,"Black, non-Hispanic",Female,1,11,4,4,7,3,3,2,2,4,4,1
174,18-29,"$50,000 to $59,999",Very good,Everyday,Rarely,Employed full-time,Rural area,Married,HS graduate or equivalent,"White, non-Hispanic",Female,3,10,1,4,7,2,1,1,0,2,1,1
175,60+,"$60,000 to $74,999",Good,Once every 2 or 3 weeks,Rarely,Retired and not working at all,Rural area,Married,HS graduate or equivalent,Hispanic,Male,3,11,4,3,4,2,3,1,0,2,2,2
176,45-59,"$100,000 to $124,999",Good,Several times a week,Sometimes,Employed full-time,Urban and mostly residential,Married,Some college,"White, non-Hispanic",Male,4,14,3,3,6,3,1,2,0,3,1,2
177,45-59,"$40,000 to $49,999",Excellent,Several times a week,Rarely,Retired and not working at all,Small town,Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,9,3,5,6,2,3,1,0,2,1,1
178,30-44,"$60,000 to $74,999",Very good,Everyday,Never,Employed full-time,Small town,Living with partner,Some college,"White, non-Hispanic",Male,2,11,2,4,7,1,1,1,1,3,1,2
179,18-29,"$15,000 to $19,999",Very good,Everyday,Rarely,Employed full-time,Suburban and mostly residential,Never married,Some college,Hispanic,Female,4,4,1,4,7,2,1,2,1,3,2,1
180,45-59,"$100,000 to $124,999",Good,Several times a week,Rarely,Self-employed full-time,Suburban and mostly residential,Married,Some college,"Black, non-Hispanic",Male,4,14,3,3,6,2,1,2,0,3,4,2
181,45-59,"$60,000 to $74,999",Good,Once every 2 or 3 weeks,Rarely,Employed full-time,Urban and mostly residential,Divorced,Some college,"Black, non-Hispanic",Male,1,11,3,3,4,2,1,2,2,3,4,2
182,45-59,"$85,000 to $99,999",Very good,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Divorced,BA or above,"Black, non-Hispanic",Female,1,13,3,4,7,1,1,2,2,4,4,1
183,30-44,"$5,000 to $9,999",Good,Once every 2 or 3 weeks,Never,Employed full-time,Urban and mostly residential,Never married,HS graduate or equivalent,Hispanic,Male,1,2,2,3,4,1,1,2,1,2,2,2
184,18-29,"Less than $5,000",Very good,Several times a week,Rarely,Or are you not in the labor force for other reasons,Rural area,Married,HS graduate or equivalent,Hispanic,Female,6,1,1,4,6,2,4,1,0,2,2,1
185,18-29,"$5,000 to $9,999",Very good,Once a week,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Separated,HS graduate or equivalent,Hispanic,Female,6,2,1,4,5,2,1,2,2,2,2,1
186,18-29,"$50,000 to $59,999",Good,Never,Often,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,5,10,1,3,1,4,2,2,1,2,4,2
187,18-29,"$30,000 to $34,999",Very good,Once a month,Rarely,Employed part-time,"Urban near mix of offices, apartments and shops",Never married,No HS diploma,"Black, non-Hispanic",Male,6,7,1,4,3,2,2,2,1,1,4,2
188,18-29,"Less than $5,000",Good,Several times a week,Sometimes,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,No HS diploma,"Black, non-Hispanic",Female,3,1,1,3,6,3,2,2,1,1,4,1
189,30-44,"$40,000 to $49,999",Very good,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"White, non-Hispanic",Female,1,9,2,4,7,1,1,2,1,2,1,1
190,60+,"$10,000 to $14,999",Good,Several times a week,Sometimes,Or are you not in the labor force for other reasons,Small town,Never married,Some college,"White, non-Hispanic",Male,1,3,4,3,6,3,4,1,1,3,1,2
191,60+,"$15,000 to $19,999",Fair,Everyday,Rarely,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,Hispanic,Female,1,4,4,2,7,2,3,2,1,2,2,1
192,45-59,"$20,000 to $24,999",Very good,Several times a week,Never,Self-employed part-time,Urban and mostly residential,Separated,No HS diploma,Hispanic,Male,6,5,3,4,6,1,2,2,2,1,2,2
193,45-59,"$85,000 to $99,999",Excellent,Several times a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,"White, non-Hispanic",Female,2,13,3,5,6,3,1,2,1,3,1,1
194,30-44,"$20,000 to $24,999",Good,Several times a week,Rarely,Employed part-time,"Urban near mix of offices, apartments and shops",Separated,No HS diploma,Hispanic,Female,3,5,2,3,6,2,2,2,2,1,2,1
195,45-59,"$10,000 to $14,999",Excellent,Everyday,Never,Employed full-time,Urban and mostly residential,Never married,No HS diploma,"Black, non-Hispanic",Male,2,3,3,5,7,1,1,2,1,1,4,2
196,60+,"$175,000 to $199,999",Good,Several times a week,Never,Retired and not working at all,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,17,4,3,6,1,3,2,0,3,1,1
197,18-29,"$10,000 to $14,999",Poor,Less than monthly,Sometimes,Unemployed and looking for work,Suburban and mostly residential,Never married,BA or above,"Black, non-Hispanic",Male,3,3,1,1,2,3,4,2,1,4,4,2
198,60+,"$85,000 to $99,999",Good,Several times a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,13,4,3,6,2,1,2,1,4,1,2
199,45-59,"$125,000 to $149,999",Very good,Everyday,Never,Employed full-time,Small town,Married,BA or above,"White, non-Hispanic",Female,3,15,3,4,7,1,1,1,0,4,1,1
200,45-59,"$60,000 to $74,999",Very good,Once a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Female,1,11,3,4,5,1,1,2,1,4,1,1
201,30-44,"Less than $5,000",Very good,Everyday,Never,Unemployed and looking for work,Rural area,Married,No HS diploma,Hispanic,Female,3,1,2,4,7,1,4,1,0,1,2,1
203,30-44,"$20,000 to $24,999",Good,Once every 2 or 3 weeks,Never,Employed full-time,Suburban and mostly residential,Divorced,Some college,Hispanic,Female,4,5,2,3,4,1,1,2,2,3,2,1
204,60+,"$10,000 to $14,999",Fair,Once a month,Often,Employed part-time,Rural area,Widowed,No HS diploma,"Black, non-Hispanic",Male,1,3,4,2,3,4,2,1,2,1,4,2
205,45-59,"$100,000 to $124,999",Very good,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Male,4,14,3,4,7,1,1,2,0,2,1,2
206,18-29,"$20,000 to $24,999",Very good,Several times a week,Sometimes,Employed full-time,Urban and mostly residential,Never married,Some college,"Black, non-Hispanic",Male,1,5,1,4,6,3,1,2,1,3,4,2
207,30-44,"$10,000 to $14,999",Very good,Several times a week,Never,Self-employed part-time,"Urban near mix of offices, apartments and shops",Separated,HS graduate or equivalent,Hispanic,Female,5,3,2,4,6,1,2,2,2,2,2,1
208,30-44,"$60,000 to $74,999",Excellent,Once a week,Never,Employed full-time,Urban and mostly residential,Never married,BA or above,"Asian, non-Hispanic",Male,1,11,2,5,5,1,1,2,1,4,5,2
209,18-29,"$25,000 to $29,999",Poor,Once every 2 or 3 weeks,Never,Retired and not working at all,Suburban and mostly residential,Married,HS graduate or equivalent,"Black, non-Hispanic",Female,4,6,1,1,4,1,3,2,0,2,4,1
210,60+,"$200,000 or more",Good,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,18,4,3,7,1,1,2,0,4,1,2
211,30-44,"Less than $5,000",Excellent,Once a month,Rarely,Employed part-time,"Urban near mix of offices, apartments and shops",Married,BA or above,"Other, non-Hispanic",Male,2,1,2,5,3,2,2,2,0,4,6,2
212,18-29,"$50,000 to $59,999",Fair,Once every 2 or 3 weeks,Often,Self-employed part-time,Urban and mostly residential,Separated,HS graduate or equivalent,"2+, non-Hispanic",Male,5,10,1,2,4,4,2,2,2,2,3,2
213,45-59,"$200,000 or more",Very good,Several times a week,Rarely,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,5,18,3,4,6,2,1,2,0,4,1,1
214,60+,"$200,000 or more",Very good,Several times a week,Sometimes,Retired and not working at all,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,18,4,4,6,3,3,2,0,4,1,2
215,18-29,"$40,000 to $49,999",Good,Once a week,Sometimes,Employed full-time,Urban and mostly residential,Never married,Some college,"White, non-Hispanic",Female,4,9,1,3,5,3,1,2,1,3,1,1
216,60+,"$40,000 to $49,999",Very good,Several times a week,Never,Retired and not working at all,Rural area,Married,Some college,"Black, non-Hispanic",Female,2,9,4,4,6,1,3,1,0,3,4,1
217,60+,"$50,000 to $59,999",Very good,Several times a week,Never,Retired and not working at all,Urban and mostly residential,Widowed,Some college,"White, non-Hispanic",Female,1,10,4,4,6,1,3,2,2,3,1,1
218,60+,"$50,000 to $59,999",Excellent,Several times a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Divorced,No HS diploma,"White, non-Hispanic",Male,2,10,4,5,6,2,1,2,2,1,1,2
219,18-29,"$25,000 to $29,999",Very good,Less than monthly,Often,Employed part-time,"Urban near mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,5,6,1,4,2,4,2,2,1,3,2,1
220,60+,"$35,000 to $39,999",Very good,Everyday,Rarely,Retired and not working at all,Rural area,Divorced,Some college,Hispanic,Female,2,8,4,4,7,2,3,1,2,3,2,1
221,45-59,"$35,000 to $39,999",Good,Everyday,Never,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Married,HS graduate or equivalent,Hispanic,Female,5,8,3,3,7,1,4,2,0,2,2,1
222,30-44,"$20,000 to $24,999",Good,Once a week,Rarely,Employed full-time,Urban and mostly residential,Married,Some college,"Asian, non-Hispanic",Male,6,5,2,3,5,2,1,2,0,3,5,2
223,18-29,"$10,000 to $14,999",Very good,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,Some college,Hispanic,Male,3,3,1,4,7,1,1,2,1,3,2,2
224,18-29,"$10,000 to $14,999",Very good,Several times a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,2,3,1,4,6,3,1,2,1,3,1,1
225,60+,"$200,000 or more",Very good,Everyday,Never,Retired and not working at all,Rural area,Married,BA or above,"White, non-Hispanic",Female,2,18,4,4,7,1,3,1,0,4,1,1
226,30-44,"$5,000 to $9,999",Very good,Several times a week,Sometimes,Employed part-time,Urban and mostly residential,Never married,No HS diploma,"White, non-Hispanic",Female,4,2,2,4,6,3,2,2,1,1,1,1
227,30-44,"$40,000 to $49,999",Excellent,Everyday,Never,Employed full-time,Suburban and mostly residential,Divorced,BA or above,Hispanic,Male,2,9,2,5,7,1,1,2,2,4,2,2
228,18-29,"$5,000 to $9,999",Excellent,Once a week,Sometimes,Self-employed part-time,"Urban near mix of offices, apartments and shops",Living with partner,No HS diploma,Hispanic,Male,2,2,1,5,5,3,2,2,1,1,2,2
229,18-29,"Less than $5,000",Very good,Once every 2 or 3 weeks,Sometimes,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,1,1,1,4,4,3,4,2,1,3,1,1
230,45-59,"$10,000 to $14,999",Good,Several times a week,Often,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Female,1,3,3,3,6,4,2,2,1,4,1,1
231,45-59,"$50,000 to $59,999",Fair,Several times a week,Sometimes,Employed full-time,Small town,Never married,Some college,"White, non-Hispanic",Female,1,10,3,2,6,3,1,1,1,3,1,1
232,60+,"$5,000 to $9,999",Fair,Everyday,Never,Retired and not working at all,"Urban near mix of offices, apartments and shops",Widowed,No HS diploma,Hispanic,Female,1,2,4,2,7,1,3,2,2,1,2,1
233,30-44,"$85,000 to $99,999",Good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"Other, non-Hispanic",Female,2,13,2,3,6,1,1,2,0,3,6,1
